1547175600000,89,1700079,1767,184,668376,790,676,308269,377,1200,140792,200,17457,27254,36
1547262000000,89,1680283,1800,184,669190,796,676,309041,379,1205,140844,204,17476,27250,36
1547348400000,89,1683056,1842,184,670205,787,675,309755,378,1217,140839,205,17487,27245,35
1547434800000,89,1698032,1897,184,671104,781,675,310211,376,1222,140718,194,17507,27247,34
1547521200000,89,1700058,2007,184,671894,798,675,310512,374,1228,140778,195,17522,27220,34
1547607600000,89,1717482,2022,184,672632,808,675,310534,373,1233,140858,194,17531,27224,33
1547694000000,89,1735605,4763,184,677183,1277,675,310932,380,1239,140828,196,17542,27205,33
1547780400000,89,1738872,5101,184,678292,1299,675,311128,380,1245,140874,202,17587,27188,34
1547866800000,89,1741076,5167,184,678113,1288,675,311784,373,1249,140905,199,17603,27206,34
1547953200000,89,1743611,5125,184,678996,1269,675,311783,362,1256,140978,203,17627,27199,33
1548039600000,89,1746007,5114,184,680167,1265,675,312543,369,1262,141014,207,17640,27217,33
1548126000000,89,1748768,5296,184,680808,1272,675,313027,377,1268,141179,217,17653,27222,34
1548212400000,89,1752540,5612,184,682242,1318,675,314004,397,1269,141453,223,17682,27216,35
1548298800000,89,1755038,2943,184,683758,917,675,313757,406,1274,141649,231,17696,27207,36
1548385200000,89,1738690,2832,184,675163,895,677,309181,393,1160,140801,192,15938,27515,23
1548471600000,89,1767178,2989,184,686215,988,675,315169,438,1280,141815,238,17725,27227,36
1548558000000,89,1741723,3823,184,688081,1078,674,315513,445,1289,141879,244,17734,27229,36
1548644400000,89,1746391,4138,185,688834,1164,673,315700,451,1291,142159,247,17749,27249,36
1548730800000,89,1749444,4155,184,690957,1177,674,315003,451,1275,141679,256,17633,27270,36
1548817200000,89,1752680,4023,184,693100,1206,674,316879,461,1298,142245,261,17784,27280,36
1548903600000,89,1755826,4092,184,694446,1254,674,317702,465,1299,142567,260,17794,27296,36
1548990000000,88,1798806,4032,185,698065,1316,674,317969,465,1303,142837,270,17810,27284,37
1549076400000,88,1778000,4161,185,699304,1293,674,318605,470,1306,143028,275,17829,27301,36
1549162800000,88,1782596,3699,185,700569,1245,674,319301,488,1311,143210,272,17844,27315,37
1549249200000,88,1786206,3713,185,701632,1182,674,320060,507,1325,143186,272,17850,27270,37
1549335600000,87,1797064,3714,186,706537,1184,674,320699,622,1330,143280,309,17865,27521,42
1549422000000,87,1800087,3608,186,705841,1094,674,320689,512,1337,143307,274,17882,27306,37
1549508400000,87,1803329,3544,186,706587,1043,674,321085,513,1342,143403,269,17900,27306,37
1549594800000,87,1806665,3523,186,712593,1053,674,322236,500,1346,143617,264,17920,27331,36
1549681200000,87,1810720,3708,186,713764,1068,674,323170,502,1353,143958,271,18178,27318,43
1549767600000,87,1815023,3683,186,714226,1035,674,323649,478,1360,144129,273,18211,27302,43
1549854000000,87,1831911,3683,186,715921,1027,674,324433,464,1365,144344,269,18244,27272,44
1549940400000,87,1834933,3679,186,716937,1048,674,324999,462,1371,144428,272,18265,27282,44
1550026800000,87,1837817,3650,186,718020,1061,674,325537,469,1375,144428,267,18281,27261,43
1550113200000,86,1848739,3616,187,721301,1070,674,325982,465,1380,144538,272,18309,27262,43
