1567177200,228,4352,281
1567263600,228,4346,281
1567350000,228,4338,284
1567436400,228,4338,284
1567522800,228,4336,284
1567609200,228,4336,284
1567695600,228,4334,284
1567782000,228,4333,285
1567868400,229,4338,285
1567954800,229,4338,277
1568041200,229,4345,267
1568127600,229,4350,265
1568214000,229,4354,261
1568300400,227,4363,260
1568386800,226,4372,260
1568473200,226,4368,259
1568559600,227,4371,260
1568646000,227,4348,260
1568732400,227,4337,259
1568818800,227,4333,257
1568905200,226,4329,257
1568991600,226,4331,257
1569078000,226,4332,255
1569164400,226,4269,255
1569250800,226,4227,254
1569337200,226,4227,253
1569423600,228,4233,253
1569510000,228,4241,252
1569596400,228,4238,252
1569682800,227,4240,252
1569769200,227,4242,252
1569855600,227,4228,252
1569942000,228,4164,252
1570028400,229,4130,252
1570114800,230,4115,251
1570201200,230,4115,252
1570287600,230,4109,252
1570374000,229,4115,252
1570460400,228,4100,250
1570546800,228,4095,250
1570633200,228,4093,250
1570719600,229,4092,250
1570806000,229,4092,250
1570892400,229,4085,250
1570978800,229,4087,250
1571065200,229,4094,250
1571151600,230,4093,250
1571238000,230,4082,250
1571324400,230,4077,249
1571410800,230,4081,249
1571497200,231,4082,249
1571583600,233,4073,248
1571670000,232,4073,248
1571756400,232,4083,248
1571842800,231,4087,248
1571929200,230,4087,248
1572015600,230,4086,248
1572102000,231,4088,248
1572188400,231,4089,249
1572274800,231,4089,249
1572361200,232,4088,249
1572447600,232,4092,250
1572534000,232,4093,250
1572620400,232,4097,250
1572706800,232,4094,250
1572793200,233,4092,250
1572879600,233,4092,248
1572966000,232,4084,251
1573052400,230,4073,251
1573138800,229,4069,252
1573225200,229,4070,252
1573311600,227,4066,252
1573398000,227,4074,252
1573484400,227,4075,252
1573570800,227,4070,252
1573657200,227,4073,253
1573743600,228,4079,254
1573830000,228,4079,254
1573916400,228,4085,254
1574002800,229,4066,253
1574089200,229,4064,251
1574175600,229,4066,251
1574262000,229,4062,250
1574348400,228,4063,251
1574434800,227,4061,250
1574521200,228,4064,248
1574607600,227,4047,240
1574694000,227,4046,236
1574780400,227,4045,235
1574866800,227,4049,235
1574953200,226,4048,234
1575039600,224,4054,234
1575126000,222,4055,234
1575212400,223,4060,233
1575298800,222,4057,232
1575385200,222,4060,232
1575471600,222,4058,232
1575558000,220,4055,232
1575644400,220,4061,232
1575730800,221,4057,233
1575817200,223,4062,233
1575903600,224,4053,234
1575990000,224,4055,234
1576076400,224,4057,234
1576162800,224,4060,234
1576249200,223,4063,235
1576335600,223,4067,235
1576422000,224,4072,234
1576508400,224,4074,234
1576594800,225,4075,233
1576681200,224,4075,234
1576767600,225,4077,231
1576854000,225,4086,232
1576940400,225,4092,233
1577026800,225,4090,233
1577113200,225,4094,233
1577199600,225,4098,232
1577286000,225,4097,232
1577372400,225,4106,224
1577458800,224,4104,223
1577545200,224,4112,223
1577631600,225,4116,223
1577718000,225,4119,219
1577804400,227,4118,219
1577890800,227,4116,216
1577977200,226,4121,216
1578063600,222,4125,216
1578150000,220,4126,216
1578236400,218,4131,215
1578322800,219,4108,216
1578409200,222,4090,215
1578495600,222,4086,213
1578582000,222,4089,212
1578668400,223,4089,212
1578754800,223,4091,209
1578841200,223,4092,207
1578927600,222,4099,207
1579014000,222,4093,207
1579100400,222,4094,207
1579186800,222,4096,207
1579273200,222,4098,206
1579359600,222,4104,206
1579446000,222,4105,205
1579532400,222,4096,206
1579618800,223,4093,207
1579705200,222,4084,208
1579791600,222,4073,207
1579878000,224,4043,207
1579964400,224,4028,207
1580050800,224,4023,207
