1540998000,360,7237,2666
1541084400,361,7247,2599
1541170800,358,7242,2533
1541257200,356,7243,2470
1541343600,351,7235,2358
1541430000,352,6971,2329
1541516400,351,6748,2283
1541602800,351,6605,2263
1541689200,351,6561,2237
1541775600,350,6545,2208
1541862000,350,6523,2175
1541948400,350,6500,2149
1542034800,351,6495,2111
1542121200,351,6496,2088
1542207600,351,6481,2077
1542294000,351,6478,2051
1542380400,350,6469,2042
1542466800,350,6437,1973
1542553200,349,6364,1824
1542639600,350,6340,1779
1542726000,349,6275,1739
1542812400,348,6223,1702
1542898800,348,6172,1675
1542985200,346,6140,1654
1543071600,345,6117,1640
1543158000,344,6086,1638
1543244400,344,6077,1636
1543330800,344,6048,1591
1543417200,344,6024,1558
1543503600,344,6006,1537
1543590000,343,6005,1515
1543676400,342,5991,1494
1543762800,342,5952,1477
1543849200,343,5946,1446
1543935600,345,5948,1437
1544022000,342,5962,1435
1544108400,342,5964,1427
1544194800,343,5970,1420
1544281200,339,5984,1409
1544367600,341,5890,1397
1544454000,341,5779,1389
1544540400,340,5722,1384
1544626800,342,5666,1388
1544713200,333,5639,1344
1544799600,329,5624,1266
1544886000,326,5587,1181
1544972400,325,5573,1138
1545058800,326,5580,1130
1545145200,322,5566,1118
1545231600,325,5569,1107
1545318000,321,5575,1109
1545404400,321,5553,1100
1545490800,321,5533,1083
1545577200,322,5516,1068
1545663600,321,5504,1062
1545750000,322,5489,1064
1545836400,323,5466,1066
1545922800,321,5438,1062
1546009200,321,5417,1056
1546095600,321,5414,1040
1546182000,321,5391,988
1546268400,321,5352,960
1546354800,318,5328,947
1546441200,317,5294,939
1546527600,314,5279,935
1546614000,313,5231,919
1546700400,312,5214,913
1546786800,312,5198,903
1546873200,312,5186,900
1546959600,310,5174,896
1547046000,307,5173,889
1547132400,305,5165,887
1547218800,304,5157,881
1547305200,304,5155,880
1547391600,302,5110,880
1547478000,302,5087,879
1547564400,303,5068,878
1547650800,303,5049,876
1547737200,302,5036,875
1547823600,302,5027,870
1547910000,302,5017,869
1547996400,302,5002,867
1548082800,302,4987,868
1548169200,300,4973,865
1548255600,301,4960,860
1548342000,301,4947,858
1548428400,301,4942,855
1548514800,301,4936,852
1548601200,299,4925,847
1548687600,300,4919,845
1548774000,299,4912,840
1548860400,299,4904,835
1548946800,299,4886,833
1549033200,299,4877,834
1549119600,299,4869,831
1549206000,297,4853,827
1549292400,297,4848,808
1549378800,297,4840,801
1549465200,297,4839,799
1549551600,298,4831,797
1549638000,300,4828,796
1549724400,301,4816,789
1549810800,301,4812,780
1549897200,300,4813,778
1549983600,297,4820,776
1550070000,297,4821,775
1550156400,298,4807,773
1550242800,298,4806,771
1550329200,298,4810,770
1550415600,298,4806,768
1550502000,298,4803,763
1550588400,297,4807,760
1550674800,297,4805,758
1550761200,297,4803,747
1550847600,298,4802,731
1550934000,298,4801,725
1551020400,296,4807,715
1551106800,296,4805,712
1551193200,294,4810,709
1551279600,293,4808,707
1551366000,293,4807,706
1551452400,293,4808,701
1551538800,293,4817,698
1551625200,293,4822,692
1551711600,294,4833,692
1551798000,294,4837,687
1551884400,294,4847,686
1551970800,294,4849,686
1552057200,295,4856,683
1552143600,296,4867,678
1552230000,294,4877,673
1552316400,292,4878,671
1552402800,292,4887,664
1552489200,292,4889,658
1552575600,291,4895,657
1552662000,292,4899,610
1552748400,292,4899,576
1552834800,291,4905,559
1552921200,291,4910,548
1553007600,291,4917,539
1553094000,289,4923,537
1553180400,290,4930,534
1553266800,286,4937,530
1553353200,286,4952,525
1553439600,286,4962,518
1553526000,286,4968,513
1553612400,286,4972,509
1553698800,286,4976,504
1553785200,285,4979,500
1553871600,285,4985,501
1553958000,285,4999,494
1554044400,285,5009,487
1554130800,285,5018,484
1554217200,285,5026,482
1554303600,285,5033,482
1554390000,286,5051,479
1554476400,286,5064,476
1554562800,286,5075,467
1554649200,286,5084,462
1554735600,285,5093,458
1554822000,284,5098,455
1554908400,284,5108,451
1554994800,285,5119,449
1555081200,285,5132,444
1555167600,286,5146,439
1555254000,286,5152,439
1555340400,287,5169,438
1555426800,287,5174,438
1555513200,286,5181,437
1555599600,286,5192,433
1555686000,287,5164,432
1555772400,287,5167,432
1555858800,287,5180,431
1555945200,287,5191,428
1556031600,288,5201,427
1556118000,286,5210,428
1556204400,286,5216,428
1556290800,284,5222,428
1556377200,282,5239,427
1556463600,281,5250,427
1556550000,281,5260,429
1556636400,282,5265,429
1556722800,282,5278,424
1556809200,282,5294,426
1556895600,283,5231,425
1556982000,283,5228,422
1557068400,283,5229,422
1557154800,281,5235,422
1557241200,281,5243,423
1557327600,281,5246,422
1557414000,281,5249,422
1557500400,282,5255,419
1557586800,284,5268,420
1557673200,284,5264,420
1557759600,285,5271,420
1557846000,286,5280,420
1557932400,286,5277,420
1558018800,285,5275,421
1558105200,283,5271,422
1558191600,285,5272,423
1558278000,285,5271,423
1558364400,284,5267,424
1558450800,282,5268,424
1558537200,282,5270,424
1558623600,282,5277,413
1558710000,282,5285,405
1558796400,280,5283,395
1558882800,280,5260,390
1558969200,279,5267,387
1559055600,279,5274,386
1559142000,278,5275,385
1559228400,278,5283,385
1559314800,277,5290,376
1559401200,276,5301,365
1559487600,276,5303,359
1559574000,276,5306,358
1559660400,277,5310,356
1559746800,276,5315,356
1559833200,275,5321,355
1559919600,276,5318,355
1560006000,277,5312,351
1560092400,277,5315,351
1560178800,277,5311,351
1560265200,277,5315,350
1560351600,278,5314,349
1560438000,278,5320,347
1560524400,278,5324,345
1560610800,277,5324,341
1560697200,277,5329,340
1560783600,278,5335,338
1560870000,278,5338,335
1560956400,277,5341,334
1561042800,277,5340,333
1561129200,276,5340,331
1561215600,275,5347,331
1561302000,275,5335,330
1561388400,275,5333,330
1561474800,274,5337,322
1561561200,274,5293,314
1561647600,274,5293,313
1561734000,274,5292,312
1561820400,274,5288,312
1561906800,274,5302,312
1561993200,274,5305,311
1562079600,274,5313,310
1562166000,274,5312,310
1562252400,268,5293,306
1562338800,255,5251,304
1562425200,247,5191,302
1562511600,246,5144,302
1562598000,243,5047,303
1562684400,243,5037,303
1562770800,242,5034,304
1562857200,241,5030,305
1562943600,241,4998,305
1563030000,241,4974,305
1563116400,241,4965,304
1563202800,241,4960,304
1563289200,240,4948,301
1563375600,240,4943,301
1563462000,240,4926,298
1563548400,238,4918,296
1563634800,236,4918,293
1563721200,235,4909,288
1563807600,232,4890,286
1563894000,230,4889,285
1563980400,229,4856,284
1564066800,229,4841,284
1564153200,228,4816,283
1564239600,227,4806,282
1564326000,227,4788,283
1564412400,227,4775,283
1564498800,227,4765,283
1564585200,227,4765,283
1564671600,227,4775,283
1564758000,228,4769,281
1564844400,222,4773,281
1564930800,221,4772,281
1565017200,222,4768,281
1565103600,222,4766,281
1565190000,221,4689,280
1565276400,221,4681,280
1565362800,220,4646,281
1565449200,221,4624,280
1565535600,221,4540,280
1565622000,221,4509,279
1565708400,221,4486,277
1565794800,222,4466,276
1565881200,224,4464,274
1565967600,224,4466,273
1566054000,225,4464,275
1566140400,225,4452,274
1566226800,225,4442,275
1566313200,225,4438,276
1566399600,226,4410,277
1566486000,226,4395,277
1566572400,227,4384,277
1566658800,227,4381,277
1566745200,227,4378,277
1566831600,227,4376,277
1566918000,227,4377,278
1567004400,228,4372,278
1567090800,228,4371,279
