1547521200000,4558312,1916,18103,481215,608,8428,2936313,6835,78463,4059192,4332,75276,46770,284,1455,1630121,4045,26152,2114162,5275,55198,2432214,3653,34341,233873,553,6509
1547607600000,4560455,2143,17509,481763,548,7220,2941126,4813,79911,4063034,3842,76478,46947,177,1491,1634501,4380,28842,2119416,5254,54209,2436616,4402,33869,234577,704,5985
1547694000000,4581255,20800,35703,483533,1770,7342,2966461,25335,102074,4084039,21005,89710,47120,173,1575,1660825,26324,53657,2126028,6612,55212,2442631,6015,34611,235703,1126,6099
1547780400000,4587146,5891,39466,486032,2499,8310,2980741,14280,113138,4089834,5795,78083,47267,147,1575,1665983,5158,56796,2134414,8386,59053,2446859,4228,34474,237294,1591,6765
1547866800000,4592355,5209,42056,487767,1735,8937,3002435,21694,118848,4094504,4670,63886,47432,165,1608,1669360,3377,56834,2143662,9248,58510,2450013,3154,34468,238751,1457,7163
1547953200000,4597801,5446,44224,488830,1063,8997,3017697,15262,104352,4099474,4970,52852,47621,189,1559,1672327,2967,54103,2154011,10349,53959,2457926,7913,35406,240033,1282,7440
1548039600000,4601247,3446,44851,489709,879,9102,3031001,13304,101523,4105177,5703,50317,47782,161,1296,1675745,3418,49669,2161449,7438,52562,2464018,6092,35457,241012,979,7692
1548126000000,4608617,7370,50305,490712,1003,9497,3041579,10578,105266,4110951,5774,51759,48037,255,1267,1679876,4131,49755,2167278,5829,53116,2469443,5425,37229,242277,1265,8404
1548212400000,4618838,10221,58383,491766,1054,10003,3053110,11531,111984,4118685,7734,55651,48182,145,1235,1685306,5430,50805,2171935,4657,52519,2473885,4442,37269,243349,1072,8772
1548298800000,4627208,8370,45953,492729,963,9196,3060797,7687,94336,4133362,14677,49323,48425,243,1305,1689656,4350,28831,2177784,5849,51756,2477249,3364,34618,244718,1369,9015
1548385200000,4633876,6668,46730,493491,762,7459,3068262,7465,87521,4150139,16777,60305,48625,200,1358,1693607,3951,27624,2186158,8374,51744,245805,2754,33144
1548471600000,4641055,7179,48700,494346,855,6579,3083057,14795,80622,4165769,15630,71265,48745,120,1313,1698680,5073,29320,2194527,8369,50865,2482430,2427,32417,246814,1009,8063
1548558000000,4657726,16671,59925,495081,735,6251,3101974,18917,84277,4192543,26774,93069,48895,150,1274,1706852,8172,34525,2204484,9957,50473,2485366,2936,27440,247605,791,7572
1548644400000,4670919,13193,69672,499052,3971,9343,3114857,12883,83856,4209264,16721,104087,49093,198,1311,1715713,8861,39968,2215029,10545,53580,2489145,3779,25127,249178,1573,8166
1548730800000,4675561,4642,66944,501855,2803,11143,3123198,8341,81619,4217243,7979,106292,49273,180,1236,1726315,10602,46439,2224494,9465,57216,2494617,5472,25174,250344,1166,8067
1548817200000,4680033,4472,61195,505791,3936,14025,3130164,6966,77054,4223432,6189,104747,49447,174,1265,1733763,7448,48457,2235014,10520,63079,2499111,4494,25226,251613,1269,8264
1548903600000,4684197,4164,56989,507415,1624,14686,3137554,7390,76757,4228460,5028,95098,49702,255,1277,1741573,7810,51917,2240346,5332,62562,2503146,4035,25897,252821,1208,8103
1548990000000,4688430,4233,54554,508625,1210,15134,3146297,8743,78035,4233532,5072,83393,49912,210,1287,1747550,5977,53943,2245201,4855,59043,2507393,4247,27390,254277,1456,8472
1549076400000,4693935,5505,52880,509587,962,15241,3153887,7590,70830,4256535,23003,90766,50148,236,1403,1753935,6385,55255,2253698,8497,59171,2510860,3467,28430,255065,788,8251
1549162800000,4698589,4654,40863,511316,1729,16235,3161442,7555,59468,4300266,43731,107723,50333,185,1438,1762976,9041,56124,2262449,8751,57965,2514830,3970,29464,256247,1182,8642
1549249200000,4702459,3870,31540,512618,1302,13566,3167640,6198,52783,4328576,28310,119312,50532,199,1439,1767858,4882,52145,2269430,6981,54401,2523214,8384,34069,258029,1782,8851
1549335600000,4705362,2903,29801,513353,735,11498,3172419,4779,49221,4342019,13443,124776,50672,140,1399,1770763,2905,44448,2274483,5053,49989,2533952,10738,39335,262856,4827,12512
1549422000000,4708658,3296,28625,514065,712,8274,3187915,15496,57751,4353875,11856,130443,50833,161,1386,1774222,3459,40459,2278371,3888,43357,2546170,12218,47059,264314,1458,12701
1549508400000,4712053,3395,27856,514768,703,7353,3208760,20845,71206,4362263,8388,133803,51012,179,1310,1777932,3710,36359,2281248,2877,40902,2554591,8421,51445,265464,1150,12643
1549594800000,4716190,4137,27760,515074,306,6449,3221033,12273,74736,4370908,8645,137376,51185,173,1273,1781499,3567,33949,2284177,2929,38976,2563461,8870,56068,266627,1163,12350
1549681200000,4720423,4233,26488,515363,289,5776,3245814,24781,91927,4378850,7942,122315,51375,190,1227,1787613,6114,33678,2287711,3534,34013,2572667,9206,61807,268049,1422,12984
1549767600000,4724935,4512,26346,515949,586,4633,3270037,24223,108595,4385441,6591,85175,51559,184,1226,1797311,9698,34335,2290352,2641,27903,2578675,6008,63845,269458,1409,13211
1549854000000,4733022,8087,30563,518201,2252,5583,3286291,16254,118651,4392719,7278,64143,51691,132,1159,1807975,10664,40117,2292947,2595,23517,2587922,9247,64708,271007,1549,12978
1549940400000,4741763,8741,36401,520157,1956,6804,3299138,12847,126719,4400943,8224,58924,51765,74,1093,1816842,8867,46079,2295845,2898,21362,2598807,10885,64855,271621,614,8765
1550026800000,4747576,5813,38918,521623,1466,7558,3317138,18000,129223,4408132,7189,54257,51915,150,1082,1823374,6532,49152,2303254,7409,24883,2605914,7107,59744,272454,833,8140
1550113200000,4758532,10956,46479,522323,700,7555,3335131,17993,126371,4416458,8326,54195,52057,142,1045,1828082,4708,50150,2307853,4599,26605,2610479,4565,55888,273580,1126,8116
1550199600000,4770038,11506,53848,522548,225,7474,3348469,13338,127436,4422813,6355,51905,52187,130,1002,1831994,3912,50495,2310733,2880,26556,2616250,5771,52789,275106,1526,8479
1550286000000,4776406,6368,55983,523126,578,7763,3368853,20384,123039,4446010,23197,67160,52309,122,934,1835631,3637,48018,2313497,2764,25786,2626893,10643,54226,276337,1231,8288
1550372400000,4781216,4810,56281,523876,750,7927,3386061,17208,116024,4488875,42865,103434,52444,135,885,1841262,5631,43951,2316512,3015,26160,2632342,5449,53667,277556,1219,8098
1550458800000,4786055,4839,53033,524795,919,6594,3398257,12196,111966,4525668,36793,132949,52586,142,895,1850497,9235,42522,2320149,3637,27202,2636632,4290,48710,278633,1077,7626
1550545200000,4790912,4857,49149,525445,650,5288,3407856,9599,108718,4556554,30886,155611,52746,160,981,1856595,6098,39753,2323266,3117,27421,2642159,5527,43352,279644,1011,8023
1550631600000,4795644,4732,48068,525964,519,4341,3419252,11396,102114,4585572,29018,177440,52847,101,932,1861596,5001,38222,2326836,3570,23582,2647814,5655,41900,280448,804,7994
1550718000000,4798907,3263,40375,526450,486,4127,3426630,7378,91499,4602934,17362,186476,52948,101,891,1866163,4567,38081,2330360,3524,22507,2651818,4004,41339,281078,630,7498
1550804400000,4802533,3626,32495,527394,944,4846,3433588,6958,85119,4615441,12507,192628,53044,96,857,1870941,4778,38947,2332999,2639,22266,2654839,3021,38589,287051,5973,11945
1550890800000,4806373,3840,29967,529433,2039,6307,3439634,6046,70781,4627295,11854,181285,53132,88,823,1876253,5312,40622,2336126,3127,22629,2660126,5287,33233,291146,4095,14809
1550977200000,4810819,4446,29603,530719,1286,6843,3452005,12371,65944,4646671,19376,157796,53221,89,777,1882872,6619,41610,2342176,6050,25664,2664574,4448,32232,294161,3015,16605
1551063600000,4814932,4113,28877,531443,724,6648,3458653,6648,60396,4658489,11818,132821,53294,73,708,1889823,6951,39326,2345804,3628,25655,2671766,7192,35134,296189,2028,17556
1551150000000,4816830,1898,25918,532822,1379,7377,3462202,3549,54346,4665670,7181,109116,53367,73,621,1895725,5902,39130,2347869,2065,24603,2682051,10285,39892,297136,947,17492
1551236400000,4818685,1855,23041,536113,3291,10149,3465660,3458,46408,4672778,7108,87206,53422,55,575,1900195,4470,38599,2350479,2610,23643,2687860,5809,40046,298153,1017,17705
1551322800000,4820428,1743,21521,538466,2353,12016,3468718,3058,42088,4678819,6041,75885,53567,145,619,1906394,6199,40231,2353743,3264,23383,2691449,3589,39631,299011,858,17933
1551409200000,4822448,2020,19915,540084,1618,12690,3471833,3115,38245,4685230,6411,69789,53658,91,614,1912386,5992,41445,2357472,3729,24473,2695028,3579,40189,299971,960,12920
1551495600000,4824247,1799,17874,540556,472,11123,3477623,5790,37989,4692824,7594,65529,53715,57,583,1916863,4477,40610,2360014,2542,23888,2698108,3080,37982,302828,2857,11682
1551582000000,4827526,3279,16707,541255,699,10536,3485755,8132,33750,4707834,15010,61163,53790,75,569,1923160,6297,40288,2363972,3958,21796,2703125,5017,38551,304895,2067,10734
1551668400000,4830008,2482,15076,541873,618,10430,3491084,5329,32431,4718004,10170,59515,53881,91,587,1928474,5314,38651,2367189,3217,21385,2707569,4444,35803,306308,1413,10119
1551754800000,4831500,1492,14670,542429,556,9607,3493482,2398,31280,4723784,5780,58114,53892,11,525,1932009,3535,36284,2369752,2563,21883,2711544,3975,29493,306967,659,9831
1551841200000,4832893,1393,14208,542880,451,6767,3496021,2539,30361,4728825,5041,56047,53902,10,480,1934268,2259,34073,2371991,2239,21512,2715210,3666,27350,308643,1676,10490
1551927600000,4833827,934,13399,543627,747,5161,3498517,2496,29799,4734611,5786,55792,53907,5,340,1940462,6194,34068,2374697,2706,20954,2717771,2561,26322,310084,1441,11073
1552014000000,4835139,1312,12691,544098,471,4014,3500771,2254,28938,4739170,4559,53940,53906,-1,248,1955124,14662,42738,2379529,4832,22057,2719938,2167,24910,311087,1003,11116
1552100400000,4837281,2142,13034,544515,417,3959,3533017,32246,55394,4746659,7489,53835,53917,11,202,1965482,10358,48619,2385669,6140,25655,2724181,4243,26073,312400,1313,9572
1552186800000,4840856,3575,13330,545157,642,3902,3605851,72834,120096,4755319,8660,47485,53921,4,131,1975778,10296,52618,2391935,6266,27963,2729495,5314,26370,313887,1487,8992
1552273200000,4843357,2501,13349,546295,1138,4422,3639655,33804,148571,4761609,6290,43605,53930,9,49,1983433,7655,54959,2395688,3753,28499,2733527,4032,25958,315112,1225,8804
1552359600000,4844771,1414,13271,547434,1139,5005,3651061,11406,157579,4765211,3602,41427,53933,3,41,1988120,4687,56111,2398020,2332,28268,2736023,2496,24479,316786,1674,9819
1552446000000,4846214,1443,13321,548552,1118,5672,3659013,7952,162992,4769595,4384,40770,53923,-10,21,1991754,3634,57486,2400238,2218,28247,2740092,4069,24882,320185,3399,11542
1552532400000,4847516,1302,13689,549679,1127,6052,3665094,6081,166577,4774171,4576,39560,53928,5,21,1994905,3151,54443,2404112,3874,29415,2744634,4542,26863,322199,2014,12115
1552618800000,4848831,1315,13692,550559,880,6461,3670241,5147,169470,4778634,4463,39464,53934,6,28,1999841,4936,44717,2410737,6625,31208,2747906,3272,27968,324078,1879,12991
1552705200000,4854215,5384,16934,552190,1631,7675,3703150,32909,170133,4788547,9913,41888,53945,11,28,2016358,16517,50876,2418293,7556,32624,2750461,2555,26280,344932,20854,32532
1552791600000,4860560,6345,19704,553625,1435,8468,3744225,41075,138374,4798334,9787,43015,53960,15,39,2029124,12766,53346,2427428,9135,35493,2753114,2653,23619,358121,13189,44234
1552878000000,4864865,4305,21508,554783,1158,8488,3765666,21441,126011,4804656,6322,43047,54024,64,94,2037744,8620,54311,2432005,4577,36317,2755844,2730,22317,365103,6982,49991
1552964400000,4866822,1957,22051,555362,579,7928,3774693,9027,123632,4807582,2926,42371,54022,-2,89,2042678,4934,54558,2435655,3650,37635,2760932,5088,24909,368836,3733,52050
1553050800000,4868729,1907,22515,556752,1390,8200,3782529,7836,123516,4810080,2498,40485,54030,8,107,2046207,3529,54453,2442217,6562,41979,2765050,4118,24958,372560,3724,52375
1553137200000,4870439,1710,22923,557763,1011,8084,3788774,6245,123680,4816495,6415,42324,54045,15,117,2049720,3513,54815,2449411,7194,45299,2768111,3061,23477,374622,2062,52423
1553223600000,4883195,12756,34364,559616,1853,9057,3794171,5397,123930,4822834,6339,44200,54043,-2,109,2053579,3859,53738,2468418,19007,57681,2770550,2439,22644,376580,1958,52502
1553310000000,4900620,17425,46405,561298,1682,9108,3805838,11667,102688,4827337,4503,38790,54003,-40,58,2057407,3828,41049,2479781,11363,61488,2772723,2173,22262,379781,3201,34849
1553396400000,4913032,12412,52472,562365,1067,8740,3824771,18933,80546,4832289,4952,33955,53977,-26,17,2063583,6176,34459,2489653,9872,62225,2775810,3087,22696,382927,3146,24806
1553482800000,4920222,7190,55357,563337,972,8554,3840615,15844,74949,4835777,3488,31121,53981,4,-43,2067062,3479,29318,2497619,7966,65614,2779174,3364,23330,386888,3961,21785
1553569200000,4923559,3337,56737,564230,893,8868,3850073,9458,75380,4837886,2109,30304,53987,6,-35,2070646,3584,27968,2500880,3261,65225,2783752,4578,22820,388796,1908,19960
1553655600000,4926503,2944,57774,564687,457,7935,3857538,7465,75009,4840008,2122,29928,53986,-1,-44,2073912,3266,27705,2505609,4729,63392,2786688,2936,21638,389700,904,17140
1553742000000,4929024,2521,58585,565501,814,7738,3866834,9296,78060,4842000,1992,25505,53998,12,-47,2077795,3883,28075,2510300,4691,60889,2788512,1824,20401,391957,2257,17335
1553828400000,4937569,8545,54374,566208,707,6592,3877808,10974,83637,4844011,2011,21177,54006,8,-37,2081460,3665,27881,2514924,4624,46506,2790014,1502,19464,394412,2455,17832
1553914800000,4944025,6456,43405,566721,513,5423,3895423,17615,89585,4846688,2677,19351,54009,3,6,2084818,3358,27411,2523481,8557,43700,2792951,2937,20228,397226,2814,17445
1554001200000,4954221,10196,41189,568043,1322,5678,3919860,24437,95089,4850081,3393,17792,53981,-28,4,2089876,5058,26293,2533215,9734,43562,2799277,6326,23467,401428,4202,18501
1554087600000,4961190,6969,40968,569677,1634,6340,3937101,17241,96486,4853173,3092,17396,53981,0,0,2099189,9313,32127,2539542,6327,41923,2806112,6835,26938,404462,3034,17574
1554174000000,4963683,2493,40124,570811,1134,6581,3947303,10202,97230,4855234,2061,17348,53987,6,0,2104561,5372,33915,2545582,6040,44702,2811047,4935,27295,406732,2270,17936
1554260400000,4966005,2322,39502,571502,691,6815,3956378,9075,98840,4856849,1615,16841,53992,5,6,2108317,3756,34405,2552919,7337,47310,2814612,3565,27924,408158,1426,18458
1554346800000,4968386,2381,39362,572162,660,6661,3964854,8476,98020,4858620,1771,16620,53983,-9,-15,2114783,6466,36988,2572963,20044,62663,2820574,5962,32062,409843,1685,17886
1554433200000,4972747,4361,35178,572932,770,6724,3982140,17286,104332,4861648,3028,17637,53975,-8,-31,2122781,7998,41321,2606743,33780,91819,2827485,6911,37471,412227,2384,17815
1554519600000,4978504,5757,34479,574298,1366,7577,4030712,48572,135289,4865723,4075,19035,53974,-1,-35,2130130,7349,45312,2637028,30285,113547,2834230,6745,41279,414764,2537,17538
1554606000000,4985961,7457,31740,575618,1320,7575,4076522,45810,156662,4869563,3840,19482,53956,-18,-25,2135290,5160,45414,2658515,21487,125300,2839590,5360,40313,418039,3275,16611
1554692400000,4991290,5329,30100,576498,880,6821,4097098,20576,159997,4879156,9593,25983,53984,28,3,2139223,3933,40034,2677368,18853,137826,2842812,3222,36700,420467,2428,16005
1554778800000,4994766,3476,31083,577176,678,6365,4107126,10028,159823,4888962,9806,33728,53985,1,-2,2142254,3031,37693,2685263,7895,139681,2844962,2150,33915,421496,1029,14764
1554865200000,4997474,2708,31469,577709,533,6207,4114127,7001,157749,4905643,16681,48794,53994,9,2,2144791,2537,36474,2691263,6000,138344,2848197,3235,33585,423106,1610,14948
1554951600000,5000044,2570,31658,578280,571,6118,4119672,5545,154818,4915666,10023,57046,54001,7,18,2147833,3042,33050,2698965,7702,126002,2850769,2572,30195,424881,1775,15038
1555038000000,5013666,13622,40919,578790,510,5858,4124721,5049,142581,4923112,7446,61464,53994,-7,19,2150836,3003,28055,2707954,8989,101211,2853133,2364,25648,426178,1297,13951
1555124400000,5028284,14618,49780,579737,947,5439,4133682,8961,102970,4939000,15888,73277,53996,2,22,2154339,3503,24209,2730214,22260,93186,2856984,3851,22754,429416,3238,14652
1555210800000,5041154,12870,55193,581046,1309,5428,4146639,12957,70117,4953344,14344,83781,53990,-6,34,2158986,4647,23696,2753731,23517,95216,2862685,5701,23095,433422,4006,15383
1555297200000,5049173,8019,57883,582181,1135,5683,4155519,8880,58421,4960726,7382,81570,53998,8,14,2162604,3618,23381,2767216,13485,89848,2866963,4278,24151,434949,1527,14482
1555383600000,5053590,4417,58824,583090,909,5914,4160321,4802,53195,4964826,4100,75864,53993,-5,8,2165226,2622,22972,2775801,8585,90538,2872164,5201,27202,435961,1012,14465
1555470000000,5057685,4095,60211,583792,702,6083,4164670,4349,50543,4968430,3604,62787,53992,-1,-2,2168653,3427,23862,2782683,6882,91420,2875343,3179,27146,436886,925,13780
1555556400000,5061102,3417,61058,584741,949,6461,4169012,4342,49340,4971306,2876,55640,53985,-7,-16,2172115,3462,24282,2789562,6879,90597,2877945,2602,27176,438941,2055,14060
1555642800000,5064500,3398,50834,585902,1161,7112,4174117,5105,49396,4974229,2923,51117,54220,235,226,2174895,2780,24059,2798668,9106,90714,2883897,5952,30764,440759,1818,14581
1555729200000,5068697,4197,40413,587078,1176,7341,4195680,21563,61998,4978028,3799,39028,54349,129,353,2177647,2752,23308,2814404,15736,84190,2888847,4950,31863,442232,1473,12816
1555815600000,5074472,5775,33318,588141,1063,7095,4222508,26828,75869,4982531,4503,29187,54371,22,381,2181764,4117,22778,2837829,23425,84098,2893325,4478,30640,443785,1553,10363
1555902000000,5079202,4730,30029,588783,642,6602,4237856,15348,82337,4991357,8826,30631,54367,-4,369,2185395,3631,22791,2849467,11638,82251,2896884,3559,29921,444723,938,9774
1555988400000,5082339,3137,28749,589800,1017,6710,4246500,8644,86179,4995986,4629,31160,54366,-1,373,2188672,3277,23446,2857832,8365,82031,2901578,4694,29414,445428,705,9467
1556074800000,5085241,2902,27556,590374,574,6582,4252141,5641,87471,4999770,3784,31340,54359,-7,367,2194259,5587,25606,2870576,12744,87893,2905478,3900,30135,446179,751,9293
1556161200000,5087821,2580,26719,590752,378,6011,4256966,4825,87954,5003089,3319,31783,54349,-10,364,2196994,2735,24879,2879470,8894,89908,2908741,3263,30796,446619,440,7678
1556247600000,5090718,2897,26218,591078,326,5176,4261812,4846,87695,5006965,3876,32736,54370,21,150,2203047,6053,28152,2886239,6769,87571,2914436,5695,30539,447177,558,6418
1556334000000,5094374,3656,25677,591559,481,4481,4268812,7000,73132,5011163,4198,33135,54374,4,25,2209675,6628,32028,2894367,8128,79963,2918418,3982,29571,447594,417,5362
1556420400000,5098907,4533,24435,592060,501,3919,4277044,8232,54536,5015564,4401,33033,54377,3,6,2215634,5959,33870,2900855,6488,63026,2922307,3889,28982,448318,724,4533
1556506800000,5101703,2796,22501,592512,452,3729,4282402,5358,44546,5018564,3000,27207,54368,-9,1,2220765,5131,35370,2905258,4403,55791,2927180,4873,30296,448802,484,4079
1556593200000,5109380,7677,27041,593018,506,3218,4287851,5449,41351,5021736,3172,25750,54371,3,5,2225610,4845,36938,2910001,4743,52169,2931228,4048,29650,449327,525,3899
1556679600000,5116710,7330,31469,593355,337,2981,4296380,8529,44239,5042411,20675,42641,54354,-17,-5,2228680,3070,34421,2920429,10428,49853,2937442,6214,31964,450448,1121,4269
1556766000000,5124155,7445,36334,593715,360,2963,4327738,31358,70772,5061071,18660,57982,54354,0,5,2245899,17219,48905,2929330,8901,49860,2946981,9539,38240,451557,1109,4938
1556852400000,5132439,8284,41721,594109,394,3031,4350108,22370,88296,5102068,40997,95103,54445,91,75,2258225,12326,55178,2935383,6053,49144,2957771,10790,43335,452590,1033,5413
1556938800000,5141244,8805,46870,594507,398,2948,4364217,14109,95405,5127067,24999,115904,55142,697,768,2269024,10799,59349,2940404,5021,46037,2967125,9354,48707,453541,951,5947
1557025200000,5146882,5638,47975,595221,714,3161,4371749,7532,94705,5144419,17352,128855,55265,123,888,2276550,7526,60916,2947912,7508,47057,2977855,10730,55548,454285,744,5967
1557111600000,5151575,4693,49872,596121,900,3609,4377908,6159,95506,5154617,10198,136053,55303,38,935,2282213,5663,61448,2952131,4219,46873,2987810,9955,60630,454901,616,6099
1557198000000,5154767,3192,45387,596589,468,3571,4381473,3565,93622,5160551,5934,138815,55323,20,952,2294076,11863,68466,2953614,1483,43613,2993007,5197,61779,455386,485,6059
1557284400000,5158018,3251,41308,596897,308,3542,4385335,3862,88955,5165663,5112,123252,55362,39,1008,2310112,16036,81432,2959376,5762,38947,2997518,4511,60076,455872,486,5424
1557370800000,5160402,2384,36247,597235,338,3520,4388608,3273,60870,5169828,4165,108757,55400,38,1046,2319897,9785,73998,2964013,4637,34683,3002485,4967,55504,456370,498,4813
1557457200000,5162302,1900,29863,597605,370,3496,4391431,2823,41323,5171119,1291,69051,55403,3,958,2331253,11356,73028,2961470,-2543,26087,3006297,3812,48526,457503,1133,4913
1557543600000,5164889,2587,23645,597940,335,3433,4396262,4831,32045,5175771,4652,48704,55415,12,273,2340943,9690,71919,2964433,2963,24029,3009725,3428,42600,459119,1616,5578
1557630000000,5169079,4190,22197,598208,268,2987,4403487,7225,31738,5181260,5489,36841,55478,63,213,2360421,19478,83871,2968884,4451,20972,3014230,4505,36375,460808,1689,6523
1557716400000,5172001,2922,20426,598513,305,2392,4408906,5419,30998,5185913,4653,31296,55605,127,302,2377980,17559,95767,2972081,3197,19950,3017273,3043,29463,461034,226,6133
1557802800000,5174188,2187,19421,598833,320,2244,4413866,4960,32393,5190426,4513,29875,55627,22,304,2405251,27271,111175,2978792,6711,25178,3019846,2573,26839,462048,1014,6662
1557889200000,5176478,2290,18460,599071,238,2174,4418618,4752,33283,5194954,4528,29291,55644,17,282,2426311,21060,116199,2996289,17497,36913,3022463,2617,24945,462720,672,6848
1557975600000,5178107,1629,17705,600331,1260,3096,4422295,3677,33687,5199655,4701,29827,55754,110,354,2441487,15176,121590,3028031,31742,64018,3025777,3314,23292,463145,425,6775
1558062000000,5183037,4930,20735,601769,1438,4164,4425559,3264,34128,5204131,4476,33012,55846,92,443,2456885,15398,125632,3055119,27088,93649,3031235,5458,24938,463528,383,6025
1558148400000,5187995,4958,23106,602974,1205,5034,4433461,7902,37199,5209223,5092,33452,55936,90,521,2467929,11044,126986,3073524,18405,109091,3035928,4693,26203,464098,570,4979
1558234800000,5192963,4968,23884,603503,529,5295,4444404,10943,40917,5216265,7042,35005,55999,63,521,2483921,15992,123500,3089933,16409,121049,3043815,7887,29585,464734,636,3926
1558321200000,5196604,3641,24603,604058,555,5545,4451890,7486,42984,5221742,5477,35829,56085,86,480,2495955,12034,117975,3102244,12311,130163,3049674,5859,32401,465432,698,4398
1558407600000,5198837,2233,24649,604589,531,5756,4455147,3257,41281,5225823,4081,35397,56164,79,537,2503148,7193,97897,3120714,18470,141922,3054058,4384,34212,465724,292,3676
1558494000000,5200911,2074,24433,605270,681,6199,4458596,3449,39978,5229764,3941,34810,56186,22,542,2513120,9972,86809,3131241,10527,134952,3058168,4110,35705,465875,151,3155
1558580400000,5203071,2160,24964,605716,446,5385,4461825,3229,39530,5234162,4398,34507,56236,50,482,2524864,11744,83377,3142974,11733,114943,3061641,3473,35864,466132,257,2987
1558666800000,5215794,12723,32757,606451,735,4682,4465510,3685,39951,5242141,7979,38010,56263,27,417,2532258,7394,75373,3153427,10453,98308,3064701,3060,33466,474262,8130,10734
1558753200000,5222968,7174,34973,609529,3078,6555,4475466,9956,42005,5253422,11281,44199,56284,21,348,2538886,6628,70957,3165482,12055,91958,3067252,2551,31324,481770,7508,17672
1558839600000,5228416,5448,35453,612036,2507,8533,4485040,9574,40636,5263133,9711,46868,56531,247,532,2549723,10837,65802,3180288,14806,90355,3073166,5914,29351,487558,5788,22824
1558926000000,5231996,3580,35392,615337,3301,11279,4491318,6278,39428,5269962,6829,48220,56731,200,646,2559127,9404,63172,3188156,7868,85912,3079971,6805,30297,489958,2400,24526
1559012400000,5234337,2341,35500,617326,1989,12737,4494547,3229,39400,5274102,4140,48279,56756,25,592,2565103,5976,61955,3194840,6684,74126,3087202,7231,33144,491117,1159,25393
1559098800000,5236625,2288,35714,618455,1129,13185,4497642,3095,39046,5277263,3161,47499,56793,37,607,2571853,6750,58733,3202772,7932,71531,3092870,5668,34702,492436,1319,26561
1559185200000,5238609,1984,35538,619349,894,13633,4500870,3228,39045,5279375,2112,45213,56871,78,635,2578647,6794,53783,3211549,8777,68575,3102710,9840,41069,493333,897,27201
1559271600000,5240605,1996,24811,620029,680,13578,4508362,7492,42852,5281322,1947,39181,56906,35,643,2587574,8927,55316,3230438,18889,77011,3110997,8287,46296,494198,865,19936
1559358000000,5242900,2295,19932,622118,2089,12589,4521173,12811,45707,5289703,8381,36281,56918,12,634,2597527,9953,58641,3245731,15293,80249,3116106,5109,48854,502132,7934,20362
1559444400000,5245220,2320,16804,624600,2482,12564,4530586,9413,45546,5300366,10663,37233,56945,27,414,2610965,13438,61242,3259277,13546,78989,3121422,5316,48256,510558,8426,23000
1559530800000,5247699,2479,15703,625686,1086,10349,4536449,5863,45131,5305629,5263,35667,56985,40,254,2621454,10489,62327,3267026,7749,78870,3126386,4964,46415,514084,3526,24126
1559617200000,5249029,1330,14692,626544,858,9218,4539283,2834,44736,5308211,2582,34109,57012,27,256,2628088,6634,62985,3274192,7166,79352,3129712,3326,42510,515818,1734,24701
1559703600000,5250524,1495,13899,627479,935,9024,4541849,2566,44207,5310807,2596,33544,57047,35,254,2636558,8470,64705,3281487,7295,78715,3132803,3091,39933,517945,2127,25509
1559790000000,5252103,1579,13494,628373,894,9024,4545082,3233,44212,5313457,2650,34082,57080,33,209,2647086,10528,68439,3290189,8702,78640,3135823,3020,33113,521062,3117,27729
