1540998000000,4329786,2303735,950789,187994,42038,19948
1541084400000,4331347,2306316,953472,188460,42112,19961
1541170800000,4333341,2308533,955180,188742,42188,19992
1541257200000,4337822,2311303,957167,189108,42277,20030
1541343600000,4341531,2313659,959292,189409,42332,20064
1541430000000,4343531,2314886,959831,189580,42383,20094
1541516400000,4344799,2316882,960315,189760,42409,20135
1541602800000,4346225,2318564,960666,190154,42443,20154
1541689200000,4348674,2320338,961000,190431,42555,20167
1541775600000,4355103,2322845,962032,190846,42640,20189
1541862000000,4360992,2326499,964761,191246,42759,20222
1541948400000,4364701,2330691,965326,191469,42808,20243
1542034800000,4366378,2333246,965967,191753,42846,20266
1542121200000,4367687,2335697,966510,191960,42892,20303
1542207600000,4369111,2338073,967042,192492,42983,20340
1542294000000,4370251,2339679,967602,192750,43069,20363
1542380400000,4371719,2341561,968405,192899,43082,20393
1542466800000,4373929,2346062,969245,194040,43173,20420
1542553200000,4379896,2351503,970076,194433,43217,20458
1542639600000,4383165,2353731,970623,194792,43276,20490
1542726000000,4385629,2355564,971209,194996,43317,20523
1542812400000,4387195,2357340,971741,195078,43338,20564
1542898800000,4388322,2359099,972669,195332,43351,20581
1542985200000,4389499,2361060,973958,195609,43441,20613
1543071600000,4391691,2364470,975634,196074,43637,20645
1543158000000,4394723,2368523,975913,196483,43696,20694
1543244400000,4396682,2370814,975948,196824,43734,20711
1543330800000,4398658,2373422,976043,197141,43767,20737
1543417200000,4399710,2375542,976100,197344,43814,20778
1543503600000,4402809,2377457,976184,197441,43861,20809
1543590000000,4407974,2379581,976521,197903,43901,20840
1543676400000,4414286,2383321,976956,198148,43973,20901
1543762800000,4419028,2387596,977412,198214,44040,20958
1543849200000,4421062,2389420,990858,198734,44058,20990
1543935600000,4422910,2391346,991545,198836,44216,21021
1544022000000,4424447,2393380,979365,198974,44300,21057
1544108400000,4426169,2395608,979964,198721,44324,21077
1544194800000,4427799,2398516,980557,200250,44365,21083
1544281200000,4429969,2402504,981062,199876,44543,21132
1544367600000,4432075,2406440,981577,200072,44667,21162
1544454000000,4433656,2408266,995088,199979,44667,21182
1544540400000,4435401,2409786,982300,200506,44803,21218
1544626800000,4437049,2411622,982600,201016,44816,21233
1544713200000,4438637,2413327,982913,200700,44867,21293
1544799600000,4440366,2415374,983215,201303,45000,21318
1544886000000,4445850,2418377,983767,201267,45052,21353
1544972400000,4450499,2421452,984323,201392,45141,21403
1545058800000,4453223,2422772,998966,201932,45238,21427
1545145200000,4455950,2424783,992165,201640,45254,21456
1545231600000,4458436,2426709,1000529,201779,45278,21485
1545318000000,4460722,2428052,990726,202565,45458,21542
1545404400000,4463545,2429482,996634,202309,45452,21551
1545490800000,4474782,2433770,1001606,202498,45558,21578
1545577200000,4484725,2437569,999175,202469,45651,21611
1545663600000,4489135,2439552,1003063,202842,45782,21641
1545750000000,4492870,2441644,1007161,203306,45905,21656
1545836400000,4495248,2443980,1009083,203690,46038,21702
1545922800000,4496909,2446231,1012868,203972,46069,21721
1546009200000,4498521,2448493,1014986,204039,46100,21764
1546095600000,4503148,2451058,1008890,204167,46194,21816
1546182000000,4509064,2455721,1024737,204904,46280,21824
1546268400000,4514071,2459903,1027268,205143,46396,21884
1546354800000,4517441,2464337,1028756,205163,46504,21919
1546441200000,4519232,2466969,1030772,205215,46588,21956
1546527600000,4520668,2468998,1032433,205470,46635,21983
1546614000000,4524330,2471530,1033272,205815,46713,22020
1546700400000,4530997,2475780,1034540,205918,46826,22067
1546786800000,4536701,2480281,1035780,206403,46851,22093
1546873200000,4539480,2482790,1036436,206961,46909,22125
1546959600000,4541793,2485102,1036965,207619,46939,22147
1547046000000,4544826,2487148,1037437,207888,47059,22161
1547132400000,4547002,2489382,1037897,207983,47127,22212
1547218800000,4549353,2491971,1038484,208073,47233,22243
1547305200000,4552473,2495742,1039350,209284,47327,22306
1547391600000,4555740,2499671,1040216,209466,47399,22344
1547478000000,4557626,2502110,1040695,209494,47471,22384
1547564400000,4559743,2504278,1041186,209515,47505,22416
1547650800000,4576489,2528931,1058496,209559,47573,22440
1547737200000,4585704,2536990,1061307,209759,47612,22479
1547823600000,4589965,2539983,1067008,210053,47638,22522
1547910000000,4596350,2543110,1069356,209973,47668,22567
1547996400000,4599945,2546404,1070106,210266,47754,22612
1548082800000,4605694,2549092,1070830,210208,47839,22651
