1546354800000,19865,2186,284,104
1546441200000,19880,2191,284,104
1546527600000,19903,2198,284,104
1546614000000,19922,2204,287,104
1546700400000,19948,2210,287,106
1546786800000,19972,2216,289,107
1546873200000,19988,2219,290,107
1546959600000,20005,2221,290,108
1547046000000,20023,2228,290,108
1547132400000,20059,2230,290,108
1547218800000,20088,2234,290,108
1547305200000,20107,2245,290,108
1547391600000,20133,2249,291,108
1547478000000,20162,2255,291,108
1547564400000,20182,2261,291,108
1547650800000,20199,2267,291,109
1547737200000,20216,2273,291,109
1547823600000,20233,2277,293,109
1547910000000,20263,2280,293,109
1547996400000,20288,2291,294,110
1548082800000,20309,2294,295,110
1548169200000,20334,2298,295,110
1548255600000,20359,2302,297,111
1548342000000,20377,2306,297,111
1548428400000,20398,2307,298,111
1548514800000,20413,2318,298,113
1548601200000,20429,2320,298,114
1548687600000,20453,2321,301,114
1548774000000,20473,2327,302,114
1548860400000,20489,2328,302,114
1548946800000,20505,2332,302,116
1549033200000,20530,2336,302,117
1549119600000,20744,2339,302,117
1549206000000,20778,2356,302,117
1549292400000,20797,2361,304,117
1549378800000,20832,2365,304,117
1549465200000,20862,2373,305,117
1549551600000,20933,2377,307,117
1549638000000,20976,2380,307,118
1549724400000,21018,2389,307,118
1549810800000,21068,2393,307,118
1549897200000,21101,2403,308,118
1549983600000,21139,2407,308,118
1550070000000,21173,2415,309,118
1550156400000,21220,2422,309,118
1550242800000,21250,2426,309,119
1550329200000,21286,2431,310,119
1550415600000,21314,2441,311,119
1550502000000,21349,2447,311,119
1550588400000,21388,2452,311,119
1550674800000,21428,2453,311,121
1550761200000,21456,2459,312,121
1550847600000,21482,2465,313,121
1550934000000,21516,2469,313,122
1551020400000,21559,2477,313,123
1551106800000,21582,2485,314,124
1551193200000,21604,2491,316,124
1551279600000,21621,2496,317,124
1551366000000,21641,2504,318,124
1551452400000,21662,2507,318,124
1551538800000,21726,2513,318,124
1551625200000,21713,2517,318,124
1551711600000,21726,2517,319,124
1551798000000,21754,2523,319,124
1551884400000,21776,2528,320,124
1551970800000,21794,2531,321,124
1552057200000,21894,2536,321,124
1552143600000,21927,2547,324,125
1552230000000,21955,2550,324,125
1552316400000,21960,2553,325,125
1552402800000,21970,2556,325,125
1552489200000,21994,2565,325,125
1552575600000,22011,2568,325,125
1552662000000,22045,2573,325,126
1552748400000,22088,2579,325,126
1552834800000,22116,2584,325,126
1552921200000,22147,2587,325,126
1553007600000,22177,2590,326,127
1553094000000,22205,2593,327,129
1553180400000,22232,2596,327,129
1553266800000,22260,2607,327,129
1553353200000,22310,2614,328,129
1553439600000,22349,2620,329,129
1553526000000,22369,2621,329,129
1553612400000,22400,2625,329,130
1553698800000,22427,2631,329,130
1553785200000,22452,2635,329,130
1553871600000,22482,2644,329,130
1553958000000,22521,2650,329,130
1554044400000,22562,2649,330,130
1554130800000,22583,2653,331,130
1554217200000,22618,2657,331,133
1554303600000,22651,2662,333,133
1554390000000,22695,2670,334,133
1554476400000,22734,2677,334,133
1554562800000,22770,2681,334,133
1554649200000,22799,2684,334,133
1554735600000,22825,2685,335,133
1554822000000,22867,2686,335,133
1554908400000,22888,2692,336,133
1554994800000,22915,2695,338,133
1555081200000,22943,2697,338,133
1555167600000,22998,2706,340,133
1555254000000,23046,2711,341,133
1555340400000,23073,2716,341,133
1555426800000,23099,2720,341,133
1555513200000,23132,2726,342,133
1555599600000,23161,2733,342,134
1555686000000,23192,2739,342,135
1555772400000,23218,2744,342,135
1555858800000,23272,2751,342,135
1555945200000,23301,2757,342,135
1556031600000,23322,2758,342,135
1556118000000,23352,2766,342,135
1556204400000,23382,2772,343,135
1556290800000,23420,2776,344,136
1556377200000,23465,2782,344,137
1556463600000,23497,2788,344,137
1556550000000,23527,2791,347,137
1556636400000,23560,2799,348,137
1556722800000,23610,2801,348,137
1556809200000,23647,2808,349,138
1556895600000,23681,2816,350,139
1556982000000,23730,2821,350,140
1557068400000,23769,2825,350,141
1557154800000,23792,2828,351,141
1557241200000,23831,2832,352,141
1557327600000,23884,2838,353,141
1557414000000,23919,2841,355,141
1557500400000,23953,2849,355,141
1557586800000,23998,2857,355,141
1557673200000,24045,2867,356,141
1557759600000,24075,2869,356,141
1557846000000,24111,2872,358,142
1557932400000,24146,2880,359,142
1558018800000,24177,2889,362,142
1558105200000,24211,2891,364,142
1558191600000,24256,2898,366,142
1558278000000,24290,2900,368,142
1558364400000,24323,2905,369,142
1558450800000,24355,2907,370,142
1558537200000,24396,2907,371,142
1558623600000,24413,2911,371,142
1558710000000,24445,2914,372,142
1558796400000,24493,2922,372,142
1558882800000,24541,2924,373,142
1558969200000,24564,2927,374,142
1559055600000,24595,2930,374,142
1559142000000,24632,2934,375,143
1559228400000,24659,2938,376,143
1559314800000,24695,2942,377,143
1559401200000,24726,2949,380,143
1559487600000,24766,2953,380,143
1559574000000,24795,2957,380,145
1559660400000,24833,2964,380,145
1559746800000,24867,2966,381,145
1559833200000,24920,2971,383,145
1559919600000,24973,2978,386,145
1560006000000,25024,2985,388,146
1560092400000,25077,2991,388,148
1560178800000,25112,2995,390,147
1560265200000,25159,3003,391,147
1560351600000,25180,3005,392,147
1560438000000,25229,3008,396,147
1560524400000,25270,3013,397,148
1560610800000,25309,3018,397,148
1560697200000,25361,3023,397,148
1560783600000,25401,3031,402,148
1560870000000,25438,3039,403,148
1560956400000,25470,3040,403,148
1561042800000,25520,3046,404,148
1561129200000,25569,3048,404,148
1561215600000,25628,3059,406,148
1561302000000,25674,3064,407,148
1561388400000,25681,3071,407,148
1561474800000,25731,3075,407,149
1561561200000,25797,3079,408,150
1561647600000,25826,3080,408,150
1561734000000,25875,3083,410,150
1561820400000,25920,3088,411,150
1561906800000,25975,3096,413,150
1561993200000,26006,3104,413,152
1562079600000,26048,3110,416,152
1562166000000,26096,3113,416,152
1562252400000,26136,3117,417,152
1562338800000,26168,3127,418,152
1562425200000,26219,3134,419,152
1562511600000,26264,3141,420,152
1562598000000,26321,3148,421,152
1562684400000,26348,3150,421,152
1562770800000,26404,3157,421,152
1562857200000,26448,3165,424,154
1562943600000,26504,3170,425,154
1563030000000,26551,3176,426,154
1563116400000,26610,3182,426,155
1563202800000,26663,3187,429,155
1563289200000,26674,3194,429,156
1563375600000,26721,3200,432,156
1563462000000,26609,3197,433,157
1563548400000,26659,3202,435,158
1563634800000,26720,3207,438,159
1563721200000,26776,3212,439,159
1563807600000,26819,3213,439,159
1563894000000,26867,3220,439,159
1563980400000,26919,3224,439,159
1564066800000,26982,3228,439,159
1564153200000,27022,3235,440,159
1564239600000,27086,3243,443,160
1564326000000,27149,3250,445,160
1564412400000,27207,3255,445,160
1564498800000,27274,3264,448,161
1564585200000,27339,3271,451,162
1564671600000,27387,3279,454,162
1564758000000,27455,3288,459,162
1564844400000,27510,3296,460,162
1564930800000,27566,3303,460,162
1565017200000,27606,3309,461,162
1565103600000,27667,3315,461,162
1565190000000,27721,3318,463,162
1565276400000,27769,3320,464,163
1565362800000,27823,3329,464,163
1565449200000,27869,3333,466,163
1565535600000,27913,3342,466,163
1565622000000,27977,3348,468,163
1565708400000,28050,3358,469,163
1565794800000,28106,3367,470,163
1565881200000,28167,3371,471,163
1565967600000,28214,3376,471,164
1566054000000,28265,3383,473,164
1566140400000,28321,3391,475,165
1566226800000,28373,3396,475,167
1566313200000,28330,3395,475,168
1566399600000,28385,3402,476,169
1566486000000,28440,3409,477,170
1566572400000,28511,3415,478,170
1566658800000,28569,3418,478,171
1566745200000,28639,3427,480,172
1566831600000,28697,3431,480,172
1566918000000,28754,3438,481,172
1567004400000,28800,3447,481,173
1567090800000,28852,3448,482,174
1567177200000,28901,3456,487,176
1567263600000,28947,3462,489,176
1567350000000,28990,3466,489,176
1567436400000,29025,3468,490,176
1567522800000,29057,3474,490,176
1567609200000,29089,3478,492,176
1567695600000,29120,3481,493,176
1567782000000,28947,3481,492,176
1567868400000,29180,3492,494,176
1567954800000,29224,3499,495,177
1568041200000,29268,3502,496,177
1568127600000,29309,3505,498,177
1568214000000,29352,3509,500,178
1568300400000,29370,3512,501,179
1568386800000,29426,3518,503,179
1568473200000,29474,3529,505,180
1568559600000,29506,3539,506,182
1568646000000,29533,3542,507,182
1568732400000,29540,3544,508,182
1568818800000,29563,3548,508,182
1568905200000,29593,3552,508,182
1568991600000,29626,3556,508,182
1569078000000,29675,3563,510,182
1569164400000,29712,3566,511,182
1569250800000,29744,3574,512,182
1569337200000,29772,3585,513,182
1569423600000,29813,3587,516,182
1569510000000,29851,3594,517,182
1569596400000,29896,3599,519,182
1569682800000,29941,3601,523,182
1569769200000,29978,3608,524,182
1569855600000,30019,3611,526,183
1569942000000,30073,3619,528,183
1570028400000,30128,3628,530,183
1570114800000,30167,3635,532,184
1570201200000,30235,3636,536,185
1570287600000,30286,3641,542,186
1570374000000,30334,3646,543,186
1570460400000,30386,3651,544,187
1570546800000,30407,3658,544,188
1570633200000,30436,3663,544,189
1570719600000,30469,3669,544,189
1570806000000,30510,3675,544,189
1570892400000,30559,3682,545,189
1570978800000,30613,3683,546,189
1571065200000,30653,3686,547,189
1571151600000,30642,3688,547,190
1571238000000,30676,3693,548,190
1571324400000,30713,3699,549,190
1571410800000,30748,3703,550,191
1571497200000,30800,3708,550,192
1571583600000,30848,3713,552,193
1571670000000,30885,3718,553,193
1571756400000,30928,3724,553,194
1571842800000,30960,3730,554,194
1571929200000,30993,3736,556,195
1572015600000,31028,3740,556,195
1572102000000,31060,3746,557,195
1572188400000,31093,3757,557,195
1572274800000,31120,3760,557,195
1572361200000,31152,3766,558,195
1572447600000,31189,3769,558,195
1572534000000,31216,3783,560,196
1572620400000,31256,3788,562,196
1572706800000,31287,3796,563,196
1572793200000,31345,3800,569,197
1572879600000,31378,3801,570,198
1572966000000,31427,3806,571,198
1573052400000,31469,3809,571,198
1573138800000,31511,3813,571,198
1573225200000,31520,3818,572,198
1573311600000,31562,3823,574,198
1573398000000,31606,3828,574,199
1573484400000,31639,3833,576,199
1573570800000,31669,3836,577,199
1573657200000,31703,3842,578,199
1573743600000,31735,3849,580,199
1573830000000,31759,3855,580,200
1573916400000,31811,3860,584,201
1574002800000,31862,3863,585,201
1574089200000,31891,3865,585,202
1574175600000,31911,3871,586,202
1574262000000,31949,3874,587,202
1574348400000,31984,3878,591,202
1574434800000,32019,3882,593,203
1574521200000,32065,3891,595,203
1574607600000,32117,3897,596,203
1574694000000,32154,3899,597,204
1574780400000,32190,3901,599,204
1574866800000,32229,3907,600,205
1574953200000,32263,3909,601,206
1575039600000,32297,3917,603,206
1575126000000,32343,3921,604,208
1575212400000,32381,3928,605,208
1575298800000,32416,3928,606,208
1575385200000,32448,3930,608,208
1575471600000,32488,3936,609,208
1575558000000,32517,3939,610,208
1575644400000,32553,3947,611,208
1575730800000,32606,3956,612,210
1575817200000,32648,3965,614,210
1575903600000,32681,3971,617,211
1575990000000,32710,3974,621,211
1576076400000,32704,3976,622,211
1576162800000,32739,3981,622,212
1576249200000,32776,3987,624,213
1576335600000,32823,3994,624,214
1576422000000,32869,3999,624,215
1576508400000,32908,4000,626,215
1576594800000,32954,4006,626,215
1576681200000,32992,4011,626,215
1576767600000,33035,4015,626,216
1576854000000,33074,4023,626,217
1576940400000,33125,4030,627,219
1577026800000,33168,4035,627,220
1577113200000,33208,4039,628,220
1577199600000,33245,4045,629,220
1577286000000,33283,4046,630,222
1577372400000,33322,4054,632,223
1577458800000,33354,4065,632,223
1577545200000,33397,4077,634,224
1577631600000,33445,4081,634,225
1577718000000,33463,4087,634,225
1577804400000,33493,4091,634,226
1577890800000,33546,4102,637,226
1577977200000,33582,4107,638,228
1578063600000,33628,4115,639,228
1578150000000,33679,4121,639,228
1578236400000,33733,4132,640,231
1578322800000,33775,4143,640,231
1578409200000,33822,4151,640,235
1578495600000,33850,4158,642,235
1578582000000,33903,4164,643,235
1578668400000,33934,4172,643,235
1578754800000,33975,4176,644,237
1578841200000,34020,4186,647,238
1578927600000,34069,4191,648,238
1579014000000,34111,4194,649,238
1579100400000,34122,4198,650,237
1579186800000,34171,4210,654,238
1579273200000,34214,4215,659,238
1579359600000,34257,4216,661,239
1579446000000,34304,4222,663,239
1579532400000,34363,4232,664,239
1579618800000,34401,4247,667,240
1579705200000,34445,4256,668,241
1579791600000,34484,4262,669,241
1579878000000,34537,4267,671,242
