1548903600000,89,1782632,3362,184,692636,1083,674,317528,427,1299,142647,246,17735,27229,35
1548990000000,88,1793319,3374,185,696271,1109,674,317996,426,1303,142903,247,17746,27243,35
1549076400000,88,1798137,3591,185,698565,1093,674,318378,433,1306,143177,251,17765,27264,35
1549162800000,88,1804609,3699,185,699838,1107,674,318941,448,1311,143202,256,17781,27274,35
1549249200000,88,1809060,3965,185,703880,1075,674,319603,463,1325,143193,258,17785,27258,35
1549335600000,87,1820218,4004,186,706917,1071,674,320182,462,1330,143307,258,17799,27261,34
1549422000000,87,1823300,4029,186,707847,1069,674,320673,463,1337,143392,260,17813,27259,34
1549508400000,87,1826594,4082,186,708841,1077,674,321157,466,1342,143533,259,17831,27252,34
1549594800000,87,1829960,4126,186,710186,1175,674,322201,465,1346,143585,261,17846,27264,34
1549681200000,87,1810720,4329,186,713764,1173,674,323142,477,1351,143807,263,17860,27282,34
1549767600000,87,1815023,4406,186,714846,1181,674,323873,477,1357,143923,269,17958,27255,36
1549854000000,87,1818808,4444,186,715921,1186,674,324351,477,1362,144052,271,17981,27262,36
1549940400000,87,1822160,4434,186,716937,1193,673,324966,474,1369,144292,273,17992,27266,36
1550026800000,87,1825567,4441,186,718020,1194,673,325434,483,1373,144331,272,18004,27267,36
1550113200000,86,1836644,4496,187,721301,1200,673,325863,485,1378,144390,276,18021,27270,36
1550199600000,86,1851827,4514,187,722278,1205,673,326275,486,1385,144423,282,18030,27290,36
1550286000000,86,1843924,3889,187,723281,1105,673,326687,497,1390,144637,280,18037,27301,36
1550372400000,86,1848319,3870,187,724191,1099,673,326886,508,1392,144844,282,18046,27340,36
1550458800000,86,1852356,3885,187,725146,1101,673,327579,509,1398,144790,280,18053,27331,36
1550545200000,86,1856248,3894,187,726387,1108,673,328010,517,1404,145031,277,18070,27326,36
1550631600000,86,1871018,3889,187,727642,1115,673,328376,512,1408,145147,277,18091,27328,36
1550718000000,86,1873814,3866,187,728610,1109,673,328815,517,1408,145391,273,18103,27343,35
1550804400000,86,1876662,3805,187,729483,1112,673,329234,517,1414,145358,274,18126,27320,35
1550890800000,86,1879893,3793,187,730611,1115,673,329821,521,1421,145474,271,18127,27317,35
1550977200000,86,1883947,3796,187,732175,1129,673,329903,529,1426,145575,271,18141,27330,35
1551063600000,86,1876321,3770,187,730891,1134,673,330256,528,1430,145681,267,18159,27331,34
1551150000000,86,1879399,3607,187,731466,1092,672,330703,520,1439,145655,264,18158,27323,34
1551236400000,86,1881845,3514,187,732073,1110,673,331436,510,1441,145697,257,18161,27334,33
1551322800000,86,1883833,3467,187,733862,1161,673,331423,565,1448,145689,276,18173,27404,38
1551409200000,86,1886269,3709,187,736365,1022,673,332240,499,1453,145820,257,18176,27341,33
1551495600000,86,1888451,3648,186,738256,1014,673,333052,485,1457,145900,256,18185,27356,32
1551582000000,86,1891773,3636,186,739649,995,673,333163,483,1462,146035,253,18185,27373,32
1551668400000,86,1905388,3595,187,739752,1031,673,333219,481,1477,145918,271,18540,27290,37
1551754800000,86,1907081,3475,187,740325,1004,673,333884,464,1479,146094,265,18552,27307,36
1551841200000,86,1919055,3379,187,740917,981,673,334195,455,1484,146158,261,18567,27307,36
1551927600000,86,1920956,3339,187,741510,971,673,334517,448,1488,146162,259,18580,27302,35
1552014000000,86,1922808,3297,187,742116,956,673,334834,441,1493,146256,258,18592,27310,34
1552100400000,86,1925828,3278,186,743989,942,674,335196,440,1494,146413,252,18599,27344,34
1552186800000,86,1944196,3156,186,745040,989,675,335925,444,1508,146383,258,18715,27312,35
1552273200000,86,1947765,3120,185,746987,981,676,336577,436,1511,146513,255,18725,27333,34
1552359600000,86,1949783,3028,185,747650,961,676,336949,427,1515,146490,250,18720,27362,34
1552446000000,86,1951788,2960,185,748226,941,676,337135,421,1519,146500,247,18749,27378,33
1552532400000,86,1953565,2908,185,748905,926,676,337711,417,1528,146587,242,18747,27381,33
1552618800000,86,1955273,2855,185,751403,890,676,338339,407,1530,146711,238,18780,27404,32
1552705200000,86,1958154,2846,185,752377,877,676,338811,404,1536,146788,236,18817,27394,33
1552791600000,86,1961922,2852,185,751217,890,676,339257,403,1541,146987,234,18840,27408,32
1552878000000,86,1964696,2816,185,752014,899,676,339442,401,1547,147083,234,18869,27416,32
1552964400000,86,1966394,2734,185,752649,876,676,339736,397,1550,147223,228,18910,27403,32
1553050800000,86,1967959,2657,185,753278,856,676,340026,393,1554,147272,226,18939,27395,32
1553137200000,86,1969768,2592,185,751826,833,676,340361,388,1555,147465,221,18970,27406,32
1553223600000,86,1971744,2544,186,751381,809,675,340426,383,1559,147611,220,18988,27421,31
1553310000000,86,1974215,2528,186,752234,795,675,340644,380,1569,147431,223,19012,27403,31
1553396400000,86,1977732,2555,186,753297,798,675,341480,389,1578,147619,227,19041,27391,32
1553482800000,86,1951162,2649,186,754105,786,675,341881,388,1580,147886,226,19038,27450,31
